标本ID,日期,星期,采集时间,采集时段,来源科室/采血点,患者类型,标本类型,检验专业组,检验项目数,签收时间,前处理开始,前处理完成,前处理状态,前处理报错类型,前处理耗时_分钟,上机时间,报告时间,TAT_分钟,目标TAT_分钟,是否超时,前处理工位,仪器编号,操作人
S0807-01235,2026-08-07,周五,07:23,07-10 早高峰,儿科门诊采血窗口,门诊,血清,血液,2,07:32,07:33,08:11,报错,样本量不足,38,08:17,08:57,94,120,否,前处理-手工台,COAG-01,OP-103
S0807-01236,2026-08-07,周五,10:10,10-12,急诊采血,急诊,全血,凝血,6,10:20,10:22,10:31,正常,,9,10:39,11:07,57,60,否,前处理-手工台,IMM-01,OP-107
S0807-01237,2026-08-07,周五,13:24,12-14,体检中心,体检,血清,免疫,1,13:34,13:36,13:41,正常,,5,13:45,14:10,46,240,否,前处理-手工台,IMM-02,OP-108
S0807-01238,2026-08-07,周五,15:56,14-17,内分泌科病区,住院,全血,生化,15,16:32,16:35,16:41,正常,,6,16:44,17:15,79,120,否,前处理-手工台,MICRO-01,OP-103
S0807-01239,2026-08-07,周五,08:17,07-10 早高峰,呼吸科病区,住院,血清,凝血,1,08:37,08:42,09:07,正常,,25,09:09,09:33,76,120,否,前处理-A线,IMM-01,OP-107
S0807-01240,2026-08-07,周五,13:22,12-14,ICU,住院,血浆,免疫,8,13:55,14:00,14:04,正常,,4,14:11,14:55,93,90,是,前处理-A线,IMM-01,OP-104
S0807-01241,2026-08-07,周五,14:20,14-17,体检中心,体检,血清,免疫,10,14:30,14:36,14:41,正常,,5,14:45,15:28,68,240,否,前处理-手工台,HEM-01,OP-108
S0807-01242,2026-08-07,周五,16:53,14-17,门诊采血中心,门诊,血浆,生化,18,17:16,17:18,17:28,正常,,10,17:31,18:19,86,120,否,前处理-手工台,IMM-01,OP-103
S0807-01243,2026-08-07,周五,15:15,14-17,内分泌科病区,住院,血清,血液,2,16:00,16:05,16:13,正常,,8,16:20,16:47,92,120,否,前处理-手工台,BIO-01,OP-102
S0807-01244,2026-08-07,周五,07:50,07-10 早高峰,消化科病区,住院,全血,血液,2,08:33,08:39,08:58,正常,,19,09:04,09:58,128,120,是,前处理-A线,BIO-02,OP-101
S0807-01245,2026-08-07,周五,14:18,14-17,消化科病区,住院,血清,生化,10,14:56,14:58,15:07,正常,,9,15:13,15:34,76,120,否,前处理-B线,IMM-01,OP-102
S0807-01246,2026-08-07,周五,14:23,14-17,消化科病区,住院,血清,凝血,2,15:01,15:02,15:08,正常,,6,15:10,16:05,102,120,否,前处理-手工台,IMM-02,OP-102
S0807-01247,2026-08-07,周五,09:02,07-10 早高峰,消化科病区,住院,尿液,免疫,9,09:34,09:40,10:12,正常,,32,10:15,10:37,95,120,否,前处理-手工台,MICRO-01,OP-102
S0807-01248,2026-08-07,周五,07:06,07-10 早高峰,呼吸科病区,住院,血清,生化,17,07:41,07:42,08:08,正常,,26,08:11,08:33,87,120,否,前处理-A线,COAG-01,OP-103
S0807-01249,2026-08-07,周五,10:33,10-12,儿科门诊采血窗口,门诊,血清,凝血,5,10:52,10:54,11:23,报错,样本量不足,29,11:28,12:15,102,120,否,前处理-手工台,MICRO-01,OP-104
S0807-01250,2026-08-07,周五,11:24,10-12,门诊采血中心,门诊,血清,生化,9,11:36,11:42,11:48,正常,,6,11:56,12:18,54,120,否,前处理-手工台,BIO-01,OP-102
S0807-01251,2026-08-07,周五,14:17,14-17,体检中心,体检,血清,血液,3,14:25,14:26,14:35,正常,,9,14:38,15:19,62,240,否,前处理-手工台,HEM-01,OP-101
S0807-01252,2026-08-07,周五,07:54,07-10 早高峰,儿科门诊采血窗口,门诊,血清,生化,7,08:14,08:20,08:58,报错,条码识别失败,38,09:02,09:28,94,120,否,前处理-B线,BIO-02,OP-101
S0807-01253,2026-08-07,周五,17:52,17-20,心内科病区,住院,全血,免疫,17,18:17,18:21,18:27,正常,,6,18:30,19:09,77,120,否,前处理-B线,BIO-02,OP-108
S0807-01254,2026-08-07,周五,09:08,07-10 早高峰,呼吸科病区,住院,全血,免疫,7,09:48,09:52,10:18,正常,,26,10:21,10:51,103,120,否,前处理-手工台,BIO-02,OP-101
S0807-01255,2026-08-07,周五,16:42,14-17,体检中心,体检,全血,生化,12,16:53,16:59,17:05,正常,,6,17:12,17:35,53,240,否,前处理-B线,IMM-01,OP-105
S0807-01256,2026-08-07,周五,08:33,07-10 早高峰,急诊采血,急诊,血清,生化,16,08:56,09:02,09:15,正常,,13,09:18,10:07,94,60,是,前处理-手工台,BIO-01,OP-102
S0807-01257,2026-08-07,周五,09:25,07-10 早高峰,急诊采血,急诊,血清,生化,13,09:42,09:45,09:59,正常,,14,10:03,10:47,82,60,是,前处理-B线,HEM-02,OP-107
S0807-01258,2026-08-07,周五,08:45,07-10 早高峰,儿科门诊采血窗口,门诊,全血,微生物,2,09:07,09:13,10:09,报错,溶血,56,10:17,13:36,291,120,是,前处理-手工台,IMM-02,OP-105
S0807-01259,2026-08-07,周五,10:40,10-12,门诊采血中心,门诊,血清,免疫,3,11:04,11:07,11:12,正常,,5,11:16,11:58,78,120,否,前处理-手工台,MICRO-01,OP-105
S0807-01260,2026-08-07,周五,08:51,07-10 早高峰,内分泌科病区,住院,全血,免疫,4,09:18,09:22,09:51,正常,,29,09:57,10:37,106,120,否,前处理-A线,BIO-01,OP-107
S0807-01261,2026-08-07,周五,12:34,12-14,门诊采血中心,门诊,全血,生化,13,12:56,12:58,13:03,正常,,5,13:07,13:38,64,120,否,前处理-A线,BIO-02,OP-105
S0807-01262,2026-08-07,周五,09:58,07-10 早高峰,门诊采血中心,门诊,血清,免疫,18,10:07,10:11,10:36,正常,,25,10:41,11:17,79,120,否,前处理-手工台,IMM-02,OP-104
S0807-01263,2026-08-07,周五,07:30,07-10 早高峰,急诊采血,急诊,尿液,生化,5,07:46,07:47,08:03,正常,,16,08:06,08:32,62,60,是,前处理-A线,IMM-01,OP-107
S0807-01264,2026-08-07,周五,08:25,07-10 早高峰,门诊采血中心,门诊,全血,血液,6,08:36,08:37,09:00,正常,,23,09:06,09:26,61,120,否,前处理-B线,HEM-01,OP-106
S0807-01265,2026-08-07,周五,17:46,17-20,急诊采血,急诊,血清,生化,13,17:57,18:02,18:08,正常,,6,18:15,18:48,62,60,是,前处理-A线,COAG-01,OP-102
S0807-01266,2026-08-07,周五,08:53,07-10 早高峰,呼吸科病区,住院,血清,凝血,3,09:25,09:31,09:57,正常,,26,10:03,10:37,104,120,否,前处理-B线,BIO-02,OP-102
S0807-01267,2026-08-07,周五,15:39,14-17,门诊采血中心,门诊,全血,微生物,4,16:04,16:06,16:15,正常,,9,16:18,20:56,317,120,是,前处理-A线,HEM-01,OP-107
S0807-01268,2026-08-07,周五,09:26,07-10 早高峰,ICU,住院,尿液,生化,4,10:14,10:17,11:14,报错,样本凝集,57,11:20,11:58,152,90,是,前处理-B线,BIO-01,OP-104
S0807-01269,2026-08-07,周五,10:33,10-12,体检中心,体检,血清,微生物,5,10:46,10:47,10:53,正常,,6,10:57,15:18,285,240,是,前处理-B线,MICRO-01,OP-106
S0807-01270,2026-08-07,周五,11:48,10-12,消化科病区,住院,血浆,免疫,1,12:28,12:34,12:42,正常,,8,12:47,13:14,86,120,否,前处理-B线,HEM-02,OP-101
S0807-01271,2026-08-07,周五,16:51,14-17,消化科病区,住院,全血,生化,10,17:19,17:25,17:30,正常,,5,17:36,18:18,87,120,否,前处理-A线,MICRO-01,OP-107
S0807-01272,2026-08-07,周五,19:28,17-20,儿科门诊采血窗口,门诊,全血,生化,11,19:48,19:51,20:01,正常,,10,20:08,20:28,60,120,否,前处理-A线,MICRO-01,OP-104
S0807-01273,2026-08-07,周五,14:07,14-17,内分泌科病区,住院,血清,微生物,5,14:52,14:55,15:04,正常,,9,15:10,18:22,255,120,是,前处理-手工台,MICRO-01,OP-108
S0807-01274,2026-08-07,周五,13:20,12-14,体检中心,体检,血清,免疫,8,13:32,13:37,13:41,正常,,4,13:49,14:21,61,240,否,前处理-手工台,MICRO-01,OP-108
S0807-01275,2026-08-07,周五,16:33,14-17,门诊采血中心,门诊,血清,生化,9,16:45,16:51,17:18,报错,条码识别失败,27,17:23,18:02,89,120,否,前处理-手工台,HEM-01,OP-102
S0807-01276,2026-08-07,周五,08:47,07-10 早高峰,心内科病区,住院,血清,生化,4,09:22,09:24,09:41,正常,,17,09:43,10:24,97,120,否,前处理-B线,HEM-01,OP-106
S0807-01277,2026-08-07,周五,08:15,07-10 早高峰,消化科病区,住院,血清,血液,2,08:48,08:53,09:13,正常,,20,09:21,09:55,100,120,否,前处理-B线,HEM-02,OP-105
S0807-01278,2026-08-07,周五,17:14,17-20,门诊采血中心,门诊,全血,生化,16,17:33,17:34,17:41,正常,,7,17:44,18:15,61,120,否,前处理-A线,BIO-01,OP-101
S0808-01279,2026-08-08,周六,09:13,07-10 早高峰,体检中心,体检,血清,免疫,16,09:28,09:31,09:46,正常,,15,09:48,10:22,69,240,否,前处理-A线,BIO-01,OP-101
S0808-01280,2026-08-08,周六,11:55,10-12,肾内科病区,住院,全血,免疫,16,12:33,12:38,12:44,正常,,6,12:46,13:17,82,120,否,前处理-A线,BIO-02,OP-107
S0808-01281,2026-08-08,周六,09:15,07-10 早高峰,儿科门诊采血窗口,门诊,血清,免疫,12,09:23,09:28,09:55,正常,,27,10:01,10:34,79,120,否,前处理-手工台,HEM-02,OP-107
S0808-01282,2026-08-08,周六,08:14,07-10 早高峰,肾内科病区,住院,血浆,血液,4,09:02,09:08,09:28,正常,,20,09:33,10:01,107,120,否,前处理-B线,MICRO-01,OP-105
S0808-01283,2026-08-08,周六,09:25,07-10 早高峰,急诊采血,急诊,血清,血液,4,09:42,09:48,10:14,正常,,26,10:16,10:51,86,60,是,前处理-手工台,BIO-02,OP-102
S0808-01284,2026-08-08,周六,14:47,14-17,ICU,住院,全血,生化,7,15:33,15:36,15:40,正常,,4,15:48,16:35,108,90,是,前处理-B线,BIO-01,OP-106
S0808-01285,2026-08-08,周六,14:02,14-17,心内科病区,住院,尿液,凝血,2,14:41,14:43,15:05,报错,样本量不足,22,15:13,15:39,97,120,否,前处理-A线,BIO-02,OP-105
S0808-01286,2026-08-08,周六,13:02,12-14,呼吸科病区,住院,全血,生化,1,13:22,13:25,13:31,正常,,6,13:34,14:28,86,120,否,前处理-手工台,COAG-01,OP-102
S0808-01287,2026-08-08,周六,08:50,07-10 早高峰,儿科门诊采血窗口,门诊,全血,生化,13,09:12,09:18,10:01,报错,条码识别失败,43,10:09,10:56,126,120,是,前处理-手工台,IMM-02,OP-104
S0808-01288,2026-08-08,周六,11:17,10-12,门诊采血中心,门诊,血清,生化,15,11:31,11:33,11:41,正常,,8,11:49,12:33,76,120,否,前处理-手工台,IMM-01,OP-101
S0808-01289,2026-08-08,周六,15:48,14-17,门诊采血中心,门诊,血清,免疫,18,16:09,16:14,16:24,正常,,10,16:30,17:10,82,120,否,前处理-手工台,HEM-01,OP-106
S0808-01290,2026-08-08,周六,16:01,14-17,门诊采血中心,门诊,血清,血液,2,16:12,16:15,16:24,正常,,9,16:32,17:25,84,120,否,前处理-B线,BIO-01,OP-102
S0808-01291,2026-08-08,周六,09:46,07-10 早高峰,急诊采血,急诊,血清,生化,14,09:56,10:01,10:22,正常,,21,10:30,10:58,72,60,是,前处理-B线,IMM-02,OP-102
S0808-01292,2026-08-08,周六,08:24,07-10 早高峰,体检中心,体检,血清,凝血,2,08:36,08:39,09:09,正常,,30,09:16,10:11,107,240,否,前处理-B线,COAG-01,OP-105
S0808-01293,2026-08-08,周六,08:57,07-10 早高峰,消化科病区,住院,血清,血液,3,09:45,09:49,10:16,正常,,27,10:22,11:17,140,120,是,前处理-B线,HEM-01,OP-103
S0808-01294,2026-08-08,周六,15:10,14-17,儿科门诊采血窗口,门诊,血浆,生化,5,15:35,15:38,15:42,正常,,4,15:47,16:33,83,120,否,前处理-手工台,IMM-01,OP-106
S0808-01295,2026-08-08,周六,16:12,14-17,门诊采血中心,门诊,血清,生化,7,16:32,16:33,16:43,正常,,10,16:48,17:40,88,120,否,前处理-A线,IMM-02,OP-101
S0808-01296,2026-08-08,周六,08:55,07-10 早高峰,ICU,住院,全血,血液,2,09:19,09:24,09:48,正常,,24,09:52,10:36,101,90,是,前处理-手工台,IMM-02,OP-105
S0808-01297,2026-08-08,周六,07:56,07-10 早高峰,心内科病区,住院,血清,微生物,6,08:43,08:49,09:16,正常,,27,09:18,12:57,301,120,是,前处理-B线,HEM-02,OP-106
S0808-01298,2026-08-08,周六,16:25,14-17,体检中心,体检,全血,血液,2,16:33,16:34,16:57,报错,溶血,23,16:59,17:30,65,240,否,前处理-A线,BIO-02,OP-101
S0808-01299,2026-08-08,周六,15:40,14-17,心内科病区,住院,尿液,免疫,7,16:24,16:28,16:38,正常,,10,16:45,17:12,92,120,否,前处理-A线,MICRO-01,OP-105
S0808-01300,2026-08-08,周六,15:56,14-17,ICU,住院,血清,凝血,1,16:19,16:20,16:26,正常,,6,16:31,17:25,89,90,否,前处理-B线,IMM-01,OP-104
S0808-01301,2026-08-08,周六,07:29,07-10 早高峰,体检中心,体检,血清,凝血,6,07:39,07:43,07:55,正常,,12,08:00,08:50,81,240,否,前处理-A线,HEM-02,OP-108
S0808-01302,2026-08-08,周六,07:27,07-10 早高峰,儿科门诊采血窗口,门诊,血浆,生化,6,07:38,07:40,08:07,正常,,27,08:12,08:44,77,120,否,前处理-A线,IMM-01,OP-105
S0808-01303,2026-08-08,周六,08:13,07-10 早高峰,消化科病区,住院,血清,免疫,10,08:33,08:37,09:17,报错,条码识别失败,40,09:23,09:43,90,120,否,前处理-B线,BIO-02,OP-107
S0808-01304,2026-08-08,周六,14:25,14-17,门诊采血中心,门诊,血清,生化,7,14:40,14:42,14:47,正常,,5,14:50,15:13,48,120,否,前处理-A线,HEM-01,OP-107
S0808-01305,2026-08-08,周六,10:48,10-12,内分泌科病区,住院,全血,血液,2,11:21,11:22,11:27,正常,,5,11:32,12:05,77,120,否,前处理-A线,MICRO-01,OP-105
S0808-01306,2026-08-08,周六,08:36,07-10 早高峰,儿科门诊采血窗口,门诊,血清,免疫,9,08:59,09:01,09:20,正常,,19,09:25,09:59,83,120,否,前处理-A线,IMM-02,OP-108
S0808-01307,2026-08-08,周六,17:25,17-20,儿科门诊采血窗口,门诊,血清,生化,17,17:39,17:40,17:48,正常,,8,17:52,18:39,74,120,否,前处理-B线,IMM-01,OP-106
S0808-01308,2026-08-08,周六,07:30,07-10 早高峰,门诊采血中心,门诊,尿液,免疫,12,07:43,07:48,08:13,正常,,25,08:20,08:47,77,120,否,前处理-手工台,MICRO-01,OP-103
S0808-01309,2026-08-08,周六,15:55,14-17,体检中心,体检,血清,免疫,9,16:18,16:23,16:33,正常,,10,16:38,17:04,69,240,否,前处理-A线,COAG-01,OP-105
S0808-01310,2026-08-08,周六,16:31,14-17,内分泌科病区,住院,血浆,微生物,1,17:20,17:26,17:34,正常,,8,17:41,21:35,304,120,是,前处理-A线,HEM-02,OP-108
S0808-01311,2026-08-08,周六,07:15,07-10 早高峰,儿科门诊采血窗口,门诊,全血,免疫,2,07:23,07:26,07:48,正常,,22,07:56,08:39,84,120,否,前处理-B线,IMM-02,OP-105
S0808-01312,2026-08-08,周六,07:27,07-10 早高峰,体检中心,体检,血清,血液,2,07:46,07:49,08:11,正常,,22,08:19,08:49,82,240,否,前处理-手工台,BIO-01,OP-104
S0808-01313,2026-08-08,周六,11:53,10-12,肾内科病区,住院,血浆,生化,7,12:19,12:22,12:26,正常,,4,12:28,13:23,90,120,否,前处理-A线,HEM-01,OP-102
S0808-01314,2026-08-08,周六,07:05,07-10 早高峰,呼吸科病区,住院,全血,生化,14,07:35,07:39,08:07,正常,,28,08:13,08:37,92,120,否,前处理-B线,IMM-02,OP-104
S0808-01315,2026-08-08,周六,08:16,07-10 早高峰,心内科病区,住院,血浆,微生物,1,08:50,08:53,09:13,正常,,20,09:21,12:21,245,120,是,前处理-B线,HEM-02,OP-101
S0808-01316,2026-08-08,周六,12:34,12-14,门诊采血中心,门诊,血清,免疫,8,12:55,13:00,13:24,报错,样本凝集,24,13:31,14:11,97,120,否,前处理-B线,BIO-01,OP-105
S0808-01317,2026-08-08,周六,10:11,10-12,儿科门诊采血窗口,门诊,血清,生化,6,10:35,10:37,10:44,正常,,7,10:49,11:41,90,120,否,前处理-手工台,MICRO-01,OP-107
S0808-01318,2026-08-08,周六,10:29,10-12,门诊采血中心,门诊,血清,免疫,1,10:54,10:59,11:09,正常,,10,11:15,12:07,98,120,否,前处理-手工台,IMM-01,OP-104
S0808-01319,2026-08-08,周六,10:17,10-12,急诊采血,急诊,血清,免疫,17,10:41,10:42,10:50,正常,,8,10:56,11:27,70,60,是,前处理-B线,IMM-01,OP-106
S0808-01320,2026-08-08,周六,09:01,07-10 早高峰,急诊采血,急诊,血清,生化,1,09:15,09:20,09:36,正常,,16,09:39,10:24,83,60,是,前处理-手工台,BIO-02,OP-103
S0808-01321,2026-08-08,周六,07:51,07-10 早高峰,儿科门诊采血窗口,门诊,血浆,血液,4,08:04,08:06,08:18,正常,,12,08:23,08:57,66,120,否,前处理-A线,BIO-01,OP-108
S0808-01322,2026-08-08,周六,08:58,07-10 早高峰,门诊采血中心,门诊,血清,微生物,2,09:14,09:20,09:46,正常,,26,09:50,14:24,326,120,是,前处理-手工台,COAG-01,OP-106
S0808-01323,2026-08-08,周六,16:39,14-17,门诊采血中心,门诊,血浆,生化,9,16:57,17:03,17:07,正常,,4,17:15,17:53,74,120,否,前处理-手工台,BIO-01,OP-102
S0808-01324,2026-08-08,周六,09:49,07-10 早高峰,消化科病区,住院,全血,凝血,4,10:10,10:12,10:34,正常,,22,10:37,11:01,72,120,否,前处理-A线,HEM-02,OP-107
S0808-01325,2026-08-08,周六,19:15,17-20,呼吸科病区,住院,血清,生化,10,20:10,20:11,20:17,正常,,6,20:19,20:59,104,120,否,前处理-A线,COAG-01,OP-104
S0808-01326,2026-08-08,周六,19:49,17-20,心内科病区,住院,血清,微生物,4,20:33,20:36,20:45,正常,,9,20:53,00:30,281,120,是,前处理-手工台,MICRO-01,OP-106
S0808-01327,2026-08-08,周六,08:03,07-10 早高峰,呼吸科病区,住院,血清,生化,2,08:55,08:58,09:10,正常,,12,09:13,10:06,123,120,是,前处理-A线,HEM-02,OP-104
S0808-01328,2026-08-08,周六,08:06,07-10 早高峰,体检中心,体检,血清,微生物,2,08:31,08:35,09:00,正常,,25,09:08,12:11,245,240,是,前处理-手工台,BIO-02,OP-108
S0808-01329,2026-08-08,周六,07:07,07-10 早高峰,门诊采血中心,门诊,全血,生化,2,07:18,07:19,07:36,正常,,17,07:41,08:32,85,120,否,前处理-手工台,MICRO-01,OP-108
S0808-01330,2026-08-08,周六,11:37,10-12,呼吸科病区,住院,血清,生化,2,12:24,12:25,12:31,正常,,6,12:39,13:16,99,120,否,前处理-A线,HEM-01,OP-103
S0808-01331,2026-08-08,周六,08:40,07-10 早高峰,内分泌科病区,住院,全血,凝血,6,09:34,09:36,09:59,正常,,23,10:05,10:35,115,120,否,前处理-A线,IMM-01,OP-105
S0808-01332,2026-08-08,周六,08:17,07-10 早高峰,ICU,住院,尿液,凝血,3,08:54,09:00,09:27,正常,,27,09:30,10:04,107,90,是,前处理-B线,HEM-01,OP-104
S0808-01333,2026-08-08,周六,10:24,10-12,门诊采血中心,门诊,全血,免疫,9,10:49,10:52,11:00,正常,,8,11:08,11:28,64,120,否,前处理-B线,HEM-02,OP-104
S0808-01334,2026-08-08,周六,08:35,07-10 早高峰,门诊采血中心,门诊,血清,血液,3,08:48,08:50,09:17,正常,,27,09:19,09:41,66,120,否,前处理-B线,BIO-01,OP-101
S0808-01335,2026-08-08,周六,15:50,14-17,儿科门诊采血窗口,门诊,血浆,血液,6,16:11,16:15,16:21,正常,,6,16:28,16:50,60,120,否,前处理-B线,HEM-02,OP-108
S0808-01336,2026-08-08,周六,12:40,12-14,门诊采血中心,门诊,全血,微生物,6,13:04,13:09,13:16,正常,,7,13:19,17:18,278,120,是,前处理-A线,MICRO-01,OP-101
S0808-01337,2026-08-08,周六,09:20,07-10 早高峰,心内科病区,住院,血清,生化,18,10:08,10:10,10:51,报错,样本量不足,41,10:59,11:53,153,120,是,前处理-A线,BIO-01,OP-102
S0808-01338,2026-08-08,周六,08:13,07-10 早高峰,门诊采血中心,门诊,血清,生化,4,08:32,08:37,09:02,正常,,25,09:06,09:45,92,120,否,前处理-A线,HEM-02,OP-106
S0808-01339,2026-08-08,周六,09:52,07-10 早高峰,急诊采血,急诊,血清,微生物,5,10:01,10:04,10:24,正常,,20,10:28,15:20,328,60,是,前处理-A线,HEM-01,OP-107
S0808-01340,2026-08-08,周六,08:01,07-10 早高峰,肾内科病区,住院,血清,血液,1,08:45,08:47,09:29,报错,溶血,42,09:31,10:02,121,120,是,前处理-A线,COAG-01,OP-104
S0808-01341,2026-08-08,周六,07:18,07-10 早高峰,肾内科病区,住院,全血,生化,12,07:55,08:01,08:29,正常,,28,08:34,09:22,124,120,是,前处理-B线,BIO-01,OP-107
S0808-01342,2026-08-08,周六,07:35,07-10 早高峰,体检中心,体检,血清,血液,4,07:44,07:46,08:12,正常,,26,08:14,08:36,61,240,否,前处理-A线,BIO-01,OP-106
S0808-01343,2026-08-08,周六,08:31,07-10 早高峰,门诊采血中心,门诊,血清,生化,15,08:42,08:46,09:09,正常,,23,09:17,09:39,68,120,否,前处理-A线,IMM-01,OP-101
S0808-01344,2026-08-08,周六,09:22,07-10 早高峰,ICU,住院,全血,免疫,11,10:15,10:18,10:42,正常,,24,10:48,11:23,121,90,是,前处理-手工台,IMM-02,OP-106
S0808-01345,2026-08-08,周六,14:31,14-17,体检中心,体检,全血,免疫,17,14:44,14:47,14:54,正常,,7,15:01,15:23,52,240,否,前处理-A线,IMM-02,OP-103
S0808-01346,2026-08-08,周六,11:29,10-12,内分泌科病区,住院,血清,凝血,3,12:15,12:20,12:30,正常,,10,12:38,13:19,110,120,否,前处理-B线,IMM-02,OP-105
S0808-01347,2026-08-08,周六,09:43,07-10 早高峰,门诊采血中心,门诊,血清,生化,10,09:53,09:54,10:22,正常,,28,10:30,11:12,89,120,否,前处理-A线,HEM-01,OP-101
S0808-01348,2026-08-08,周六,09:57,07-10 早高峰,体检中心,体检,尿液,免疫,14,10:21,10:25,10:43,正常,,18,10:50,11:12,75,240,否,前处理-手工台,IMM-02,OP-104
S0808-01349,2026-08-08,周六,08:40,07-10 早高峰,门诊采血中心,门诊,血清,微生物,1,08:54,08:59,09:20,正常,,21,09:24,13:00,260,120,是,前处理-手工台,BIO-02,OP-102
S0808-01350,2026-08-08,周六,14:22,14-17,门诊采血中心,门诊,全血,免疫,11,14:35,14:38,14:43,正常,,5,14:45,15:19,57,120,否,前处理-A线,HEM-01,OP-105
S0808-01351,2026-08-08,周六,14:03,14-17,呼吸科病区,住院,血清,免疫,12,14:47,14:53,14:59,正常,,6,15:05,15:32,89,120,否,前处理-A线,HEM-02,OP-107
S0808-01352,2026-08-08,周六,09:57,07-10 早高峰,呼吸科病区,住院,尿液,生化,9,10:21,10:25,10:44,正常,,19,10:50,11:27,90,120,否,前处理-B线,BIO-01,OP-103
S0808-01353,2026-08-08,周六,08:21,07-10 早高峰,儿科门诊采血窗口,门诊,全血,凝血,3,08:33,08:37,09:15,报错,样本量不足,38,09:17,09:59,98,120,否,前处理-B线,HEM-02,OP-101
S0808-01354,2026-08-08,周六,16:01,14-17,儿科门诊采血窗口,门诊,全血,免疫,5,16:17,16:21,16:25,正常,,4,16:32,17:08,67,120,否,前处理-A线,BIO-01,OP-102
S0808-01355,2026-08-08,周六,13:31,12-14,消化科病区,住院,全血,生化,13,14:26,14:31,14:41,正常,,10,14:43,15:26,115,120,否,前处理-手工台,COAG-01,OP-101
